,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
52,2003,1015.1,1014.7,1013.8,1010.8,1008.5,1004.4,1005.0,1005.3,1008.4,1011.7,1014.9,1015.5,1010.7
53,2004,1015.6,1014.7,1013.7,1009.5,1007.9,1006.1,1005.4,1004.6,1010.2,1011.1,1016.7,1016.2,1011.0
54,2005,1013.6,1014.6,1013.5,1011.5,1006.8,1003.8,1004.2,1006.0,1009.7,1012.5,1014.2,1015.4,1010.5
55,2006,1016.3,1016.8,1010.8,1007.4,1009.2,1005.0,1005.2,1004.2,1007.0,1011.6,1012.8,1017.9,1010.4
56,2007,1017.9,1014.2,1013.2,1011.5,1005.6,1005.6,1001.3,1007.8,1007.6,1012.4,1014.9,1014.7,1010.6
57,2008,1016.3,1016.0,1012.1,1010.1,1006.4,1005.5,1006.0,1004.2,1007.6,1013.1,1015.0,1016.5,1010.7
58,2009,1016.5,1013.0,1013.3,1010.6,1007.7,1003.5,1004.5,1004.8,1007.8,1010.5,1015.1,1014.0,1010.1
59,2010,1016.3,1014.0,1013.7,1012.8,1007.9,1007.2,1007.2,1009.9,1009.1,1011.1,1014.7,1009.8,1011.1
60,2011,1016.2,1014.3,1014.6,1010.9,1007.8,1006.0,1003.7,1006.2,1005.0,1013.2,1016.5,1017.5,1011.0
61,2012,1015.9,1014.5,1012.7,1010.6,1006.5 ),1003.6,1004.9,1007.0,1008.7,1011.2,1012.5 ),1015.3,1010.3
62,2013,1017.2,1016.4,1011.6,1008.9,1008.7,1004.7,1006.2,1004.6,1008.8,1011.6,1014.6,1014.3,1010.6
63,2014,1017.2,1015.2,1014.0,1012.3,1008.3,1002.5,1005.3,1004.8,1007.9,1011.8,1014.7,1015.9,1010.8
64,2015,1015.7,1014.9,1014.8,1011.4,1006.6,1003.9,1005.0,1004.7,1007.2,1012.6,1016.3,1017.3,1010.9
65,2016,1016.1,1017.4,1015.2,1009.4,1009.1,1005.0,1006.4,1000.9,1007.6,1012.3,1015.0,1017.0,1011.0
66,2017,1016.3,1015.2,1012.8,1009.6,1009.2,1005.1,1006.2,1003.0,1007.1,1012.0,1016.0,1017.4,1010.8
67,2018,1015.4,1016.1,1013.6,1012.0,1008.5,1004.9,1005.8,1005.0,1007.3,1012.3,1016.5,1017.9,1011.3
68,2019,1017.0,1015.8,1011.3 ],　,　,　,　,　,　,　,　,　,1016.4 ]
